"Name","State","ID","Hostname","precision","save_dir","tissues_to_train","alpha","experiment_name","fold","genes_for_training","genes_for_valid","genes_for_test","gradient_clip_val","learning_rate","max_epochs","num_individuals_per_gene","seed","seq_length","train_donor_path","valid_donor_path","test_donor_path","mean_loss_test_genes_across_test_donors","mean_pearsonr_across_test_genes_across_test_donors","mean_r2_across_test_genes_across_test_donors"
"FinalPaperWholeBlood_Fold-2_SingleGene_PHKG2","finished","m8qdk55x","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/PHKG2/Fold-2/m8qdk55x","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""PHKG2""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_RAI1","finished","b8i7c6q2","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/RAI1/Fold-2/b8i7c6q2","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""RAI1""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_GALNT18","finished","k14rwoai","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/GALNT18/Fold-2/k14rwoai","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""GALNT18""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_CTRB2","finished","ze7c4t05","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/CTRB2/Fold-2/ze7c4t05","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""CTRB2""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_NUDT12","finished","dxixewgq","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/NUDT12/Fold-2/dxixewgq","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""NUDT12""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_ATG10","finished","q21kj7mv","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/ATG10/Fold-2/q21kj7mv","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""ATG10""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_SCN4A","finished","944vo5fj","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/SCN4A/Fold-2/944vo5fj","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""SCN4A""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_DNLZ","finished","22jn43q5","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/DNLZ/Fold-2/22jn43q5","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""DNLZ""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_DSC1","finished","dybc856n","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/DSC1/Fold-2/dybc856n","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""DSC1""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_NICN1","finished","b2vph4hh","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/NICN1/Fold-2/b2vph4hh","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""NICN1""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_UCK2","finished","0okqiuja","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/UCK2/Fold-2/0okqiuja","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""UCK2""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_CCDC134","finished","fvzzx9fn","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/CCDC134/Fold-2/fvzzx9fn","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""CCDC134""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_GPR153","finished","o9mkcy5l","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/GPR153/Fold-2/o9mkcy5l","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""GPR153""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_PM20D1","finished","yh739vf1","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/PM20D1/Fold-2/yh739vf1","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""PM20D1""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_PRR12","finished","2a470efd","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/PRR12/Fold-2/2a470efd","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""PRR12""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_DDX11","finished","b5dfx9m9","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/DDX11/Fold-2/b5dfx9m9","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""DDX11""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_SPATC1L","finished","ox2sk6n7","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/SPATC1L/Fold-2/ox2sk6n7","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""SPATC1L""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_ITPA","finished","dmqiocbt","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/ITPA/Fold-2/dmqiocbt","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""ITPA""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_ERI1","finished","6bhyoywr","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/ERI1/Fold-2/6bhyoywr","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""ERI1""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_NIP7","finished","bxcvd7q8","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/NIP7/Fold-2/bxcvd7q8","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""NIP7""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_UNC5B","finished","1hts9pp6","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/UNC5B/Fold-2/1hts9pp6","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""UNC5B""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
"FinalPaperWholeBlood_Fold-2_SingleGene_IQCB1","finished","6oqb5m89","arrietty-h100-gpu02.gladstone.internal","bf16-mixed","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../results/FinalPaperWholeBlood/SingleGene/IQCB1/Fold-2/6oqb5m89","[""Whole Blood""]","0.5","FinalPaperWholeBlood","2","[""IQCB1""]","[]","[]","0.05","0.000005","150","128","0","49152","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-train-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-val-fold2.txt","/pollard/data/projects/sdrusinsky/enformer_fine_tuning/code/./../data/cross_validation_folds/gtex/cv_folds/person_ids-test-fold2.txt","","",""
